Fighter,Date,Win,Weight Class,Gender,Win Difference,Loss Difference,Total Rounds Fought Diff,Height Difference,Reach Difference,Age Difference,Sig. Strike Difference,Sub. Attempt Diff,TD Diff,Weight Difference
Dave Herman,6/11/2011,1,Heavyweight,MALE,0,0,0,-2,-5.1023622,-9,0,0,0,-11
Vagner Rocha,6/11/2011,0,Lightweight,MALE,-1,0,-2,-3,0,1,-37,-1,-0.75,0
Yves Edwards,6/11/2011,0,Lightweight,MALE,3,-1,0,0,3,7,-36.11666667,0.733333333,0.1,0
Jesse Bongfeldt,6/11/2011,0,Middleweight,MALE,-1,1,0,-2,-5.95275591,4,8,0,1.38,0
Mike Massenzio,6/11/2011,0,Light Heavyweight,MALE,-4,0,-10,1,-4,-5,-28.47619047,0.80952381,1.828571429,-20
Nick Ring,6/11/2011,1,Middleweight,MALE,1,0,3,-1,1,5,41,0,0,15
Dustin Poirier,6/11/2011,1,Featherweight,MALE,1,0,3,0,-1,-2,77,0,0,10
Joey Beltran,6/11/2011,1,Heavyweight,MALE,2,2,11,-3,-3,1,56.5,0,0.25,-20
Darren Elkins,6/11/2011,1,Featherweight,MALE,1,-2,-7,4,3,-8,-20.66666667,-1.666666667,0.5,0
Ramsey Nijem,6/4/2011,0,Welterweight,MALE,0,0,0,0,-1,-4,0,0,0,0
Clay Guida,6/4/2011,1,Lightweight,MALE,8,5,33,-3,-2,5,28.92307692,0.692307692,3.153846154,-15
Ed Herman,6/4/2011,1,Middleweight,MALE,1,4,12,-2,2,-3,-3,-1.222222222,2.305555556,20
Fabio Maldonado,6/4/2011,0,Light Heavyweight,MALE,-2,-1,-7,-3,-1,2,58.25,2,-0.255,0
Chuck O'Neil,6/4/2011,0,Welterweight,MALE,0,0,0,2,3.98425197,-3,0,0,0,0
Danny Downes,6/4/2011,0,Lightweight,MALE,-6,-5,-28,4,1,0,-30.90909091,-0.454545455,-0.372727273,10
Josh Grispi,6/4/2011,0,Featherweight,MALE,-1,-2,-6,-2,2,-7,-9,2,1.75,10
Ryan McGillivray,6/4/2011,0,Welterweight,MALE,0,0,0,2,-2.16535433,-4,0,0,0,15
Clay Harvison,6/4/2011,1,Welterweight,MALE,0,0,0,3,4,2,0,0,0,15
Scott Jorgensen,6/4/2011,1,Bantamweight,MALE,0,0,0,-3,-5,0,0,0,0,0
Reuben Duran,6/4/2011,1,Bantamweight,MALE,0,1,3,-1,1,-2,67,0,0,0
Rampage Jackson,5/28/2011,1,Light Heavyweight,MALE,-3,0,0,0,-3,-2,1.46590909,0,0.124090909,0
Frank Mir,5/28/2011,1,Heavyweight,MALE,10,4,19,3,7,-2,-8.23529412,1.117647059,0.539215686,1
Stefan Struve,5/28/2011,0,Heavyweight,MALE,4,1,7,5,5,-5,-7.07142857,1.5,-0.044285714,10
Thiago Alves,5/28/2011,0,Welterweight,MALE,5,3,17,0,-1,1,-9.23809524,-1.214285714,-0.113571429,0
Brian Stann,5/28/2011,1,Middleweight,MALE,3,0,8,0,0,0,18,-0.5,-0.666666667,35
Miguel Torres,5/28/2011,0,Bantamweight,MALE,0,0,0,6,10,6,35,0,-0.66,10
Kendall Grove,5/28/2011,0,Middleweight,MALE,4,2,12,6,5,-2,-7.91666667,1.083333334,0.166666666,0
Gleison Tibau,5/28/2011,1,Lightweight,MALE,7,3,22,2,0,-2,-17.15384615,-0.564102564,3.680512821,0
Michael McDonald,5/28/2011,1,Bantamweight,MALE,0,0,0,6,7,-10,-16,3,5,10
Cole Escovedo,5/28/2011,0,Bantamweight,MALE,0,0,0,1,2,5,0,0,0,0
Georges St-Pierre,4/30/2011,1,Welterweight,MALE,14,2,45,-1,4,-3,27.47058824,1.294117647,3.622352941,15
Jose Aldo,4/30/2011,1,Featherweight,MALE,-3,0,-6,-1,2,-4,-24.66666667,-0.333333333,0,0
Lyoto Machida,4/30/2011,1,Light Heavyweight,MALE,-8,-5,-35,0,-1,-15,5.39130435,0.32173913,0.612608696,-20
Vladimir Matyushenko,4/30/2011,1,Light Heavyweight,MALE,3,1,7,1,3,5,-16.6,-1.088888889,1.665111111,0
Mark Bocek,4/30/2011,0,Lightweight,MALE,5,3,16,-1,5,2,15.875,1.25,2.375,-15
Nate Diaz,4/30/2011,0,Welterweight,MALE,7,3,23,0,0,5,12.41666667,0.25,0.651666667,0
Jake Ellenberger,4/30/2011,1,Welterweight,MALE,2,1,8,-3,-5,-9,-85.5,-0.25,2.92,0
Daniel Roberts,4/30/2011,0,Welterweight,MALE,1,1,1,-1,-1,0,-13.75,0.5,1.7,0
Ivan Menjivar,4/30/2011,1,Bantamweight,MALE,0,1,3,3,0,-8,8,2,0,10
Jason MacDonald,4/30/2011,1,Middleweight,MALE,3,1,10,2,4,2,-2.74025974,0.337662338,0.394415584,0
John Makdessi,4/30/2011,1,Lightweight,MALE,0,0,0,-4,-2.07874016,-6,2,0,0,0
Yves Jabouin,4/30/2011,0,Featherweight,MALE,-1,0,-1,-6,-5,4,-3,0,0,-10
Phil Davis,3/26/2011,1,Light Heavyweight,MALE,2,-1,2,0,4,-8,16.83333333,0.666666667,1.916666667,0
Anthony Johnson,3/26/2011,1,Welterweight,MALE,1,1,-2,2,4,-1,-4.70833333,0.375,0.916666667,35
DaMarques Johnson,3/26/2011,0,Welterweight,MALE,-1,0,-6,3,1,-2,-40.56666667,0.066666667,0.033333333,0
Chan Sung Jung,3/26/2011,1,Featherweight,MALE,-2,-2,-10,-3,3,-7,-28.25,-0.75,-0.165,0
Jon Madsen,3/26/2011,0,Heavyweight,MALE,2,0,4,-1,-1,-3,10.75,-1,0.89,-15
Alex Caceres,3/26/2011,0,Featherweight,MALE,0,0,0,1,1,-8,0,0,0,0
John Hathaway,3/26/2011,1,Welterweight,MALE,4,-1,10,1,-1,-6,35.2,0.6,2.3,0
Michael McDonald,3/26/2011,1,Bantamweight,MALE,0,0,0,2,1,-6,0,0,0,0
Sean McCorkle,3/26/2011,0,Heavyweight,MALE,1,0,0,1,0,10,-34,1,-0.5,5
Johny Hendricks,3/26/2011,1,Welterweight,MALE,3,1,9,-2,-6,5,-4.8,-6,3.35,15
Mario Miranda,3/26/2011,0,Middleweight,MALE,-2,0,-5,3,1,-5,-8.6,-0.2,0.404,15
Waylon Lowe,3/26/2011,0,Lightweight,MALE,-2,0,-8,-1,0.50393701,4,-34.2,-2,2.881333333,-10
Mauricio Rua,3/19/2011,0,Light Heavyweight,MALE,-3,1,0,-3,-8,6,13.14285714,-0.171428571,0.52,0
Urijah Faber,3/19/2011,1,Bantamweight,MALE,0,0,0,-1,-2,5,0,0,0,0
Jim Miller,3/19/2011,1,Lightweight,MALE,8,1,22,0,3,-11,25.22222222,2,1.888888889,0
Dan Miller,3/19/2011,0,Middleweight,MALE,-4,-1,-10,1,0,-2,-6.875,0.125,0.965384615,0
Mirko Cro Cop,3/19/2011,0,Heavyweight,MALE,1,3,11,-2,-5,8,-4.5,0.375,0.25,-15
Luiz Cane,3/19/2011,1,Light Heavyweight,MALE,0,2,-1,0,0,-1,1.5,-0.5,-0.083333333,-20
Edson Barboza,3/19/2011,1,Lightweight,MALE,1,0,3,-2,0,-6,43,0,2,0
Ricardo Almeida,3/19/2011,0,Welterweight,MALE,3,2,10,0,0,-1,-1.9,-0.3,2.958,0
Kurt Pellegrino,3/19/2011,0,Lightweight,MALE,0,-1,-3,-2,-1,4,8.78030303,-0.196969697,1.480909091,0
Joseph Benavidez,3/19/2011,1,Bantamweight,MALE,-1,0,-3,-4,-5.07874016,-1,-44,0,0,-20
Costas Philippou,3/19/2011,0,Catch Weight,MALE,-2,-2,-10,-1,1,2,-27.5,-0.75,-0.68,0
Erik Koch,3/19/2011,1,Featherweight,MALE,0,0,0,5,5,-6,0,0,0,20
Diego Sanchez,3/3/2011,1,Welterweight,MALE,3,1,20,-2,0,1,8.04848485,-0.86060606,1.006363636,0
CB Dollaway,3/3/2011,0,Middleweight,MALE,1,0,-2,2,4,-6,-22.19047619,0.666666667,1.592142857,0
Alessio Sakara,3/3/2011,0,Middleweight,MALE,6,5,16,-2,-6,3,20.09090909,0,0.909090909,0
Brian Bowles,3/3/2011,1,Bantamweight,MALE,0,0,0,1,4,2,0,0,0,0
Steve Cantwell,3/3/2011,0,Light Heavyweight,MALE,0,1,4,-4,-6,-13,25.66666667,0.333333333,0.333333333,-20
Joe Stevenson,3/3/2011,0,Lightweight,MALE,8,6,30,-2,-1,-3,19.14285714,1.357142857,2.071428571,-10
Thiago Tavares,3/3/2011,0,Lightweight,MALE,5,4,23,-3,-4,-5,19.66666667,1.444444444,2.777777778,-10
Takeya Mizugaki,3/3/2011,1,Bantamweight,MALE,0,0,0,0,-1,0,0,0,0,0
Rob Kimmons,3/3/2011,0,Middleweight,MALE,3,2,8,0,2,4,-35.5,1.333333333,0.4,0
David Branch,3/3/2011,0,Middleweight,MALE,-2,-1,-2,5,7,-2,8.333333333,-1.5,1.946666666,15
Igor Pokrajac,3/3/2011,1,Light Heavyweight,MALE,1,2,7,1,1.98425197,-2,-7.25,0.25,1.25,0
Michael Bisping,2/26/2011,1,Middleweight,MALE,3,-2,6,0,2,-7,17.44230769,0.301282052,1.217948718,0
George Sotiropoulos,2/26/2011,0,Lightweight,MALE,1,-4,-5,4,1,1,-6.17142857,1.414285714,1.952857143,10
Brian Ebersole,2/26/2011,1,Welterweight,MALE,-9,-9,-42,1,5,-6,-37.05555556,-1.388888889,-0.295555556,0
Chris Camozzi,2/26/2011,0,Middleweight,MALE,0,0,2,1,0,-6,30.5,-1,-0.375,15
Ross Pearson,2/26/2011,1,Lightweight,MALE,-6,-4,-24,1,-1,-8,15.32142857,-0.714285714,0.121428571,0
Alexander Gustafsson,2/26/2011,1,Light Heavyweight,MALE,1,1,1,3,4,-5,-10.66666667,0,0.166666667,20
Nick Ring,2/26/2011,1,Middleweight,MALE,0,0,0,0,1,2,0,0,0,0
Tom Blackledge,2/26/2011,0,Light Heavyweight,MALE,0,-3,-6,-3,2.16535433,-6,-21.66666667,0,-0.09,0
Tiequan Zhang,2/26/2011,1,Featherweight,MALE,0,-1,-1,2,5.82677165,-9,-1,0,0,20
Mark Hunt,2/26/2011,1,Heavyweight,MALE,-1,-1,-4,-4,-4,1,-6.333333333,-0.333333333,0.953333333,7
Maciej Jewtuszko,2/26/2011,0,Lightweight,MALE,0,-1,-3,0,1.01574803,0,-45,-2,-0.33,0
Anderson Silva,2/5/2011,1,Middleweight,MALE,4,-4,11,2,3,2,23.08333334,0,0.020833333,0
Forrest Griffin,2/5/2011,1,Light Heavyweight,MALE,-5,0,-7,2,2,-5,14.30392157,0.549019608,0.171960785,20
Jon Jones,2/5/2011,1,Light Heavyweight,MALE,0,1,-2,2,10,-4,-2.06666667,-0.233333333,1.746666667,0
Jake Ellenberger,2/5/2011,1,Welterweight,MALE,1,1,7,-1,1,-4,25,0,3.333333333,0
Miguel Torres,2/5/2011,1,Bantamweight,MALE,0,0,0,4,13,-1,0,0,0,0
Donald Cerrone,2/5/2011,1,Lightweight,MALE,-5,-3,-20,4,3,1,-37.875,-1,-0.5825,0
Chad Mendes,2/5/2011,1,Featherweight,MALE,0,-2,-6,0,-2,-10,-22,-1.5,-0.75,0
Norifumi Yamamoto,2/5/2011,0,Bantamweight,MALE,0,0,0,1,0,9,0,0,0,10
Paul Taylor,2/5/2011,1,Lightweight,MALE,3,3,19,2,1.92125984,-2,53.25,0.5,0.17,0
Kyle Kingsbury,2/5/2011,1,Light Heavyweight,MALE,1,1,7,4,0,-4,19,-2,3.526666667,0
Mike Pierce,2/5/2011,1,Welterweight,MALE,3,1,12,-2,-4,4,37.75,0.5,4.25,0
Melvin Guillard,1/22/2011,1,Lightweight,MALE,4,3,8,-1,-2,-2,-20.78333333,-1.916666667,0.633333333,0
Matt Mitrione,1/22/2011,1,Heavyweight,MALE,2,-3,-1,-1,3,5,21.16666667,0.833333333,-0.57,5
Mark Hominick,1/22/2011,1,Featherweight,MALE,1,-2,-3,-5,-4,-1,3.16666667,0.5,-0.333333333,10
Pat Barry,1/22/2011,1,Heavyweight,MALE,0,1,-1,-2,-1,2,-41.25,0,-0.11,50
Cole Miller,1/22/2011,0,Lightweight,MALE,0,-1,-5,3,6,-1,-10.68055556,0.916666667,-0.085,-10
Cody McKenzie,1/22/2011,0,Lightweight,MALE,-6,-4,-25,3,-1,-11,-23.81818182,1.181818182,0.772727273,0
DaMarques Johnson,1/22/2011,1,Welterweight,MALE,1,0,2,1,1,-8,-5.16666667,-0.166666667,-0.333333333,0
Rani Yahya,1/22/2011,1,Featherweight,MALE,0,-2,-4,0,-3,-9,-40.5,0,-0.375,-10
Waylon Lowe,1/22/2011,1,Lightweight,MALE,1,1,4,-1,-1.57480315,7,13.5,0,3,-10
Charlie Brenneman,1/22/2011,1,Welterweight,MALE,1,0,2,-2,-1,7,17,0,4,-15
Will Campuzano,1/22/2011,0,Bantamweight,MALE,0,1,3,6,7,-5,16,0,1,0
Chris Leben,1/1/2011,0,Middleweight,MALE,8,3,22,-2,0,0,1.7375,0.1,0.9375,-20
Nate Diaz,1/1/2011,0,Welterweight,MALE,4,2,9,-2,0,-4,-2.94545455,0.472727273,0.563818182,0
Clay Guida,1/1/2011,1,Lightweight,MALE,6,4,27,0,0,-3,17.83333333,0.583333333,3.166666667,0
Jeremy Stephens,1/1/2011,1,Lightweight,MALE,-4,0,-3,-2,1,-13,7.28571429,-0.557142857,0.56,-25
Dustin Poirier,1/1/2011,1,Featherweight,MALE,0,0,0,-2,-2,-1,0,0,0,10
Phil Baroni,1/1/2011,0,Middleweight,MALE,2,6,17,-4,-2,11,8.88888889,0.222222222,0.388888889,-15
Mike Brown,1/1/2011,0,Featherweight,MALE,0,1,1,0,3,7,13,0,1,0
Daniel Roberts,1/1/2011,1,Welterweight,MALE,1,0,-1,-1,1,6,-40.83333333,0.833333333,2.456666667,0
Jacob Volkmann,1/1/2011,1,Lightweight,MALE,2,2,10,1,-1.04724409,-10,21.25,0.75,3,0
Georges St-Pierre,12/11/2010,1,Welterweight,MALE,1,-2,8,1,3,-4,31.11029412,0.963235294,3.327352941,15
Stefan Struve,12/11/2010,1,Heavyweight,MALE,3,2,9,4,3,-12,13.83333333,0.333333333,0.333333333,0
Jim Miller,12/11/2010,1,Lightweight,MALE,5,1,17,-2,-3,6,9.25,0.5,1.89,0
Joe Stevenson,12/11/2010,0,Lightweight,MALE,5,1,13,-1,0,-2,-9.98901099,0.890109891,1.755054945,-10
Thiago Alves,12/11/2010,1,Welterweight,MALE,5,3,17,2,-1,0,13.36923077,-0.492307692,-0.212461538,0
Joe Doerksen,12/11/2010,0,Middleweight,MALE,-2,3,3,-1,1,4,-5.91071429,0.357142857,1.342857143,0
Mark Bocek,12/11/2010,1,Lightweight,MALE,-1,-1,1,-5,-1,5,3.3015873,-0.380952381,2.349206349,-15
Matthew Riddle,12/11/2010,0,Welterweight,MALE,5,1,17,1,-2,-10,45.33333333,0.666666667,3.666666667,0
TJ Grant,12/11/2010,0,Welterweight,MALE,-2,-2,-6,-2,-2,-8,15.93333333,-1.022222222,1.366666667,-15
Pat Audinwood,12/11/2010,0,Lightweight,MALE,0,1,1,4,6.01574803,-1,3,0,0,0
Jonathan Brookins,12/4/2010,1,Lightweight,MALE,0,0,0,2,0,1,0,0,0,0
Stephan Bonnar,12/4/2010,1,Light Heavyweight,MALE,5,4,23,4,2,2,10.58333333,0.583333334,0.28,0
Kendall Grove,12/4/2010,0,Middleweight,MALE,0,2,1,5,7,-5,6.45454545,0.434343434,-0.041919192,15
Johny Hendricks,12/4/2010,0,Welterweight,MALE,0,-1,-4,0,-2,1,-4.15,-0.6,3.008,15
Nam Phan,12/4/2010,0,Featherweight,MALE,-1,-2,-7,-4,1,-4,-16.33333333,-1,0,-10
Cody McKenzie,12/4/2010,1,Lightweight,MALE,0,0,0,2,-0.04724409,-1,0,0,0,0
Ian Loveland,12/4/2010,1,Featherweight,MALE,0,0,0,0,0,0,0,0,0,0
Sako Chivitchian,12/4/2010,0,Lightweight,MALE,0,0,0,-1,0.78740157,-5,0,0,0,0
Will Campuzano,12/4/2010,0,Bantamweight,MALE,0,0,0,2,2,1,0,0,0,-10
Fredson Paixao,12/4/2010,0,Featherweight,MALE,0,0,0,-7,-7,4,0,0,0,0
Rich Attonito,12/4/2010,0,Middleweight,MALE,1,-1,-1,-3,-6,4,7,0,0.35,-15
Rampage Jackson,11/20/2010,1,Light Heavyweight,MALE,-3,1,-3,0,-1,0,-2.66666667,-0.777777778,0.091428571,20
Matt Hughes,11/20/2010,0,Welterweight,MALE,7,-2,-6,0,3,6,-18.0410628,0.084541063,1.63736715,15
Gerald Harris,11/20/2010,0,Middleweight,MALE,3,0,7,0,8.1023622,2,16,0,2,0
Phil Davis,11/20/2010,1,Light Heavyweight,MALE,0,-2,-3,2,5,-3,7.93333333,0.466666667,2.133333333,20
George Sotiropoulos,11/20/2010,1,Lightweight,MALE,0,-2,-1,0,0,7,10.25,-0.583333333,1.335,0
Matt Brown,11/20/2010,0,Welterweight,MALE,2,1,9,3,4,3,13.85714286,1.178571429,0.053571429,0
Aaron Simpson,11/20/2010,0,Middleweight,MALE,0,-1,-2,0,1,4,5.2,-0.15,1.732,-15
Karo Parisyan,11/20/2010,0,Welterweight,MALE,6,0,15,1,0,-6,20.41666666,-0.833333334,4.196666667,15
Mike Lullo,11/20/2010,0,Lightweight,MALE,0,0,0,-3,-4.92125984,7,0,0,0,-10
Paul Kelly,11/20/2010,1,Lightweight,MALE,4,3,18,-5,-7.16535433,3,37,1.142857143,1.142857143,0
Tyson Griffin,11/20/2010,0,Lightweight,MALE,4,3,16,-2,0,0,-5.56818182,-0.931818182,0.650909091,-10
Nate Marquardt,11/13/2010,0,Middleweight,MALE,0,1,-5,-2,-1,2,-3.94696969,0.18939394,1.296363636,15
Dennis Siver,11/13/2010,1,Lightweight,MALE,3,2,9,-5,-3,2,-6.80555556,0.222222222,0.444444444,-10
Amir Sadollah,11/13/2010,1,Welterweight,MALE,3,0,5,-2,-1,7,30.5,-0.6,0.18,0
Krzysztof Soszynski,11/13/2010,1,Light Heavyweight,MALE,3,0,4,-2,-4,7,4.5,-0.833333333,-0.033333333,0
Duane Ludwig,11/13/2010,1,Welterweight,MALE,0,0,-4,-4,-6,7,-18.75,-1,-0.375,0
Vladimir Matyushenko,11/13/2010,1,Light Heavyweight,MALE,5,3,20,5,7,8,20.125,0.125,2.125,0
Pascal Krauss,11/13/2010,1,Welterweight,MALE,0,0,0,4,2,-4,0,0,0,0
Kyle Noke,11/13/2010,1,Middleweight,MALE,-2,-2,-7,3,3,1,34.6,-1.6,-0.366,-15
Seth Petruzelli,11/13/2010,0,Light Heavyweight,MALE,0,2,4,0,1,5,5,0,0.333333333,20
Kris McCray,11/13/2010,0,Welterweight,MALE,0,1,2,2,6,0,19,0,0,0
Brock Lesnar,10/23/2010,0,Heavyweight,MALE,-2,1,0,2,4,5,-14.26666667,0.066666667,1.508333333,25
Jake Shields,10/23/2010,1,Welterweight,MALE,-8,-2,-17,0,0,3,-24.9,-1.6,-0.433,0
Diego Sanchez,10/23/2010,1,Welterweight,MALE,7,2,25,-1,-1,-1,19.25714286,-0.471428571,1.235142857,0
Tito Ortiz,10/23/2010,0,Light Heavyweight,MALE,6,6,35,2,-2,1,-4.78181818,0.272727273,2.003545455,0
Brendan Schaub,10/23/2010,1,Heavyweight,MALE,-5,-3,-14,2,2,-4,2.3939394,-0.636363636,-0.610909091,3
Court McGee,10/23/2010,1,Middleweight,MALE,-1,-4,-5,-2,-1,-8,11.33333333,0.333333333,4.666666667,-15
Patrick Cote,10/23/2010,0,Middleweight,MALE,2,4,14,-1,-3,3,-5,-0.55,0.27,-35
Mike Guymon,10/23/2010,0,Welterweight,MALE,0,0,0,2,0,6,26.5,-0.5,0.67,0
Sam Stout,10/23/2010,1,Lightweight,MALE,1,1,6,-3,-2,-4,10.12698413,-0.46031746,-0.174603175,0
Chris Camozzi,10/23/2010,1,Middleweight,MALE,1,0,3,4,5,-2,62,0,0,0
Jon Madsen,10/23/2010,1,Heavyweight,MALE,3,-2,5,-2,-5,-4,13.66666667,-1,1.333333333,15
Michael Bisping,10/16/2010,1,Middleweight,MALE,8,2,20,3,2,-4,-1.33333333,-0.083333333,0.625,15
Dan Hardy,10/16/2010,0,Welterweight,MALE,2,0,6,-2,-1,2,-14.86666667,-1.666666667,-0.016666667,0
John Hathaway,10/16/2010,0,Welterweight,MALE,2,-2,1,1,1,-12,36.5,-0.75,3.4175,0
James Wilks,10/16/2010,0,Welterweight,MALE,1,1,5,2,0,2,11.66666667,2,0.833333333,0
Cyrille Diabate,10/16/2010,0,Light Heavyweight,MALE,0,-1,-1,1,2,14,14,0,0,0
Rob Broughton,10/16/2010,1,Heavyweight,MALE,0,0,0,-5,-5.52755906,0,0,0,0,45
Paul Sass,10/16/2010,1,Lightweight,MALE,0,-1,-3,0,-1.80314961,-3,-2,-3,-1,0
Spencer Fisher,10/16/2010,1,Lightweight,MALE,8,5,31,-5,-3,5,35.61538462,0.615384615,0.538461538,0
James McSweeney,10/16/2010,0,Light Heavyweight,MALE,1,1,4,3,2,-1,32,1,0.5,25
Frank Mir,9/25/2010,1,Heavyweight,MALE,7,2,7,1,6,-5,-10.83928571,0.758928571,0.464285714,34
Rogerio Nogueira,9/25/2010,0,Light Heavyweight,MALE,-2,0,-6,0,1,7,-11.5,0,0.0525,0
Matt Serra,9/25/2010,0,Welterweight,MALE,-1,-3,-7,-5,0,0,-14.15837104,-0.701357466,1.456289593,0
Sean Sherk,9/25/2010,1,Lightweight,MALE,3,4,25,-4,-3,9,4.02272727,-0.386363636,3.528409091,0
Melvin Guillard,9/25/2010,1,Lightweight,MALE,2,0,-4,1,-3,3,-14.65656566,-0.242424242,0.726262626,10
CB Dollaway,9/25/2010,1,Middleweight,MALE,2,-3,-8,2,1,-5,-2.30952381,-0.880952381,1.768095238,0
Matt Mitrione,9/25/2010,1,Heavyweight,MALE,0,0,-1,2,4,4,-30.5,2,0,80
Thiago Tavares,9/25/2010,1,Lightweight,MALE,4,4,22,-5,-6.01574803,1,21.25,1.5,2.875,-10
Steve Lopez,9/25/2010,0,Lightweight,MALE,0,0,1,4,6.03937008,-3,5,0,-0.16,10
TJ Grant,9/25/2010,1,Welterweight,MALE,2,1,7,-2,-1,-8,20.75,0,1.25,-15
Mark Hunt,9/25/2010,0,Heavyweight,MALE,0,0,0,-9,-9,2,0,0,0,0
Nate Marquardt,9/15/2010,1,Middleweight,MALE,4,2,15,4,3,1,17.43636364,-0.690909091,1.445090909,15
Efrain Escudero,9/15/2010,0,Lightweight,MALE,2,1,9,-1,-4,4,28.75,-1.5,2,0
Jim Miller,9/15/2010,1,Lightweight,MALE,-1,-3,-7,-2,0,1,14.32467532,1.090909091,1.692987013,0
Cole Miller,9/15/2010,1,Lightweight,MALE,2,2,4,5,5,1,-47.61904762,2.428571429,-0.047619047,-10
Yves Edwards,9/15/2010,1,Lightweight,MALE,5,3,17,0,4,2,4.8,-1.2,-0.55,0
Jared Hamman,9/15/2010,0,Light Heavyweight,MALE,0,0,-2,-1,-1,0,15.5,0,0.835,-20
Tomasz Drwal,9/15/2010,0,Middleweight,MALE,3,1,4,0,-2,0,3,0.2,1.8,20
Rich Attonito,9/15/2010,1,Middleweight,MALE,1,0,2,-2,-4,6,24,0,1,-15
TJ Waldburger,9/15/2010,1,Welterweight,MALE,0,0,0,-1,-1,-8,0,0,0,0
Brian Foster,9/15/2010,1,Welterweight,MALE,-1,-2,-11,0,0,-8,-17.5,0.333333333,0.666666667,0
Frankie Edgar,8/28/2010,1,Lightweight,MALE,-4,-5,-27,-3,-2,-3,7.22794118,-0.397058824,3.233823529,-10
Randy Couture,8/28/2010,1,Heavyweight,MALE,15,7,60,4,2.95275591,5,34.77272727,0.409090909,2.318181818,-15
Demian Maia,8/28/2010,1,Middleweight,MALE,5,1,14,-2,-2,1,-17,1.125,0.875,-15
Kenny Florian,8/28/2010,0,Lightweight,MALE,4,2,10,1,4,3,1.69642857,-0.017857143,0.87125,-10
Nate Diaz,8/28/2010,1,Welterweight,MALE,-2,-1,-4,2,6,-12,2.02307692,0.376923077,0.910769231,0
Joe Lauzon,8/28/2010,1,Lightweight,MALE,5,1,11,0,0.92125984,-6,4.85714286,2.428571429,1.84,0
Andre Winner,8/28/2010,0,Lightweight,MALE,0,0,-2,3,5,2,-21,-2,-0.46,0
Dan Miller,8/28/2010,1,Middleweight,MALE,2,2,10,0,0,4,13.66666667,1,0.876666667,0
Nick Osipczak,8/28/2010,0,Welterweight,MALE,2,0,4,3,3,1,8.33333333,1,1,0
Mike Pierce,8/28/2010,1,Welterweight,MALE,2,1,9,-4,-3,7,40,0,4.333333333,0
Anderson Silva,8/7/2010,1,Middleweight,MALE,7,-3,7,1,3,2,2,0.272727273,-0.329610389,-20
Jon Fitch,8/7/2010,1,Welterweight,MALE,3,-2,10,3,6,6,6.51282052,0.512820513,2.666666667,0
Clay Guida,8/7/2010,1,Lightweight,MALE,3,3,14,-1,0,3,0.56363636,-0.963636364,2.852727273,-15
Matt Hughes,8/7/2010,1,Welterweight,MALE,12,2,30,-3,-1,3,4.64772727,-0.693181818,1.648863636,0
Roy Nelson,8/7/2010,0,Heavyweight,MALE,-3,0,-5,-4,-5,8,-16.1,0,0.5,25
Dustin Hazelett,8/7/2010,0,Welterweight,MALE,2,2,1,4,5,-1,-14.875,-0.375,-0.4275,0
Rodney Wallace,8/7/2010,0,Light Heavyweight,MALE,-2,2,2,-5,-7,3,-6.5,0.5,8.525,0
Johny Hendricks,8/7/2010,1,Welterweight,MALE,2,0,4,-1,-3,-3,3.33333333,1.333333333,4.4,30
Todd Brown,8/7/2010,0,Light Heavyweight,MALE,-2,-2,-7,-1,0.01574803,4,-25.5,0,-0.125,20
Stefan Struve,8/7/2010,1,Heavyweight,MALE,3,2,8,5,3,-1,14.4,2.4,0.4,5
Ben Saunders,8/7/2010,0,Welterweight,MALE,3,-2,-1,5,5,-7,18.96666667,-1,0.002666667,15
Jon Jones,8/1/2010,1,Light Heavyweight,MALE,-1,-1,-9,4,10,-16,10.4,0.057142857,1.894285714,0
Mark Munoz,8/1/2010,0,Middleweight,MALE,-5,-1,-21,-2,-3,3,-4.2,-0.3,0.601,15
John Howard,8/1/2010,0,Welterweight,MALE,3,-1,5,-2,0,2,-6.5,-0.75,2.875,0
Tyson Griffin,8/1/2010,0,Lightweight,MALE,7,2,24,-1,-2,-5,30.5,0.9,1.2,-10
Paul Kelly,8/1/2010,0,Lightweight,MALE,3,0,8,0,-1,-4,21.5,0.666666667,0.973333333,0
DaMarques Johnson,8/1/2010,0,Welterweight,MALE,-2,0,-10,0,1,4,-27,-0.133333333,-0.534,0
James Irvin,8/1/2010,0,Light Heavyweight,MALE,4,3,5,2,-1,0,-15.66666667,0.111111111,-0.5,0
Brian Stann,8/1/2010,1,Middleweight,MALE,1,1,8,-1,1,2,21.75,-1.5,-0.5,20
Darren Elkins,8/1/2010,0,Lightweight,MALE,1,0,1,0,-3,6,0,0,1,-10
Rob Kimmons,8/1/2010,1,Middleweight,MALE,2,1,5,-5,-2,0,2.75,1.5,0.5,0
Brock Lesnar,7/3/2010,1,Heavyweight,MALE,-1,1,4,1,1,-3,17,0.25,2.125,0
Chris Leben,7/3/2010,1,Middleweight,MALE,9,5,29,1,1,-5,-27.2,0.266666667,0.25,15
Chris Lytle,7/3/2010,1,Welterweight,MALE,3,7,24,-1,-7,6,2.60416667,-0.1875,0.3125,0
Krzysztof Soszynski,7/3/2010,0,Light Heavyweight,MALE,-1,-5,-18,-3,-1,-1,-3.2,-0.4,0.450909091,0
George Sotiropoulos,7/3/2010,1,Lightweight,MALE,-2,-3,-12,2,1,1,-3.8,1.3,1.555,0
